item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q100708502,Hendrik Soemodihardjo,,,,,,false,,,,
Q111662838,Steven Mac Andrew,,,,,,false,,,,
Q113956872,Adolf Jardim,,,,,,false,,,,
Q113956873,Ernst Mercuur,,,,,,false,,,,
Q113956874,Glenn Sedney,,,,,,false,,,,
Q113956875,Hedwig Gilaard,,,,,,false,,,,
Q113956877,Henri van Axeldongen,,,,,,false,,,,
Q113956878,Robert Kartodikromo,,,,,,false,,,,
Q113956879,Werner Kioe A Sen,,,,,,false,,,,
Q1337396,Robert Ameerali,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
Q1444020,Pretaap Radhakishun,NormalRank,Q730,Suriname,true,false,true,false,false,false,true
Q16201341,Hugo Jabini,,,,,,false,,,,
Q17269736,Marinus Bee,NormalRank,Q24226,Moengo,true,true,false,,,,
Q1871549,Albert Ramdin,NormalRank,Q2688457,Suriname,true,false,true,false,false,true,true
Q1949087,Jules Ajodhia,NormalRank,Q1147524,Wanica District,true,true,false,,,,
Q1968705,Ronnie Brunswijk,NormalRank,Q2653931,Moiwana,true,true,true,false,false,false,true
Q20670527,Ashwin Adhin,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
Q2125987,Paul Somohardjo,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
Q22003256,Niermala Badrising,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
Q2212953,Ivan Fernald,NormalRank,Q3001,Paramaribo,true,true,true,false,true,false,false
Q2269474,Yvonne Raveles-Resida,NormalRank,Q3001,Paramaribo,true,true,false,,,,
Q2380953,Errol Snijders,NormalRank,Q3001,Paramaribo,true,true,false,,,,
Q2397774,Ronald Assen,,,,,,false,,,,
Q2606941,Siegfried Gilds,,,,,,false,,,,
Q2778834,Marijke Djwalapersad,NormalRank,Q1934017,Saramacca Polder,true,true,true,false,false,true,true
Q28859452,Yildiz Pollack-Beighle,NormalRank,Q3001,Paramaribo,true,true,true,false,false,true,true
Q299020,Ronald Venetiaan,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
Q3127467,Marie Levens,,,,,,false,,,,
Q3153557,Lamuré Latour,NormalRank,Q3001,Paramaribo,true,true,false,,,,
Q333135,Chan Santokhi,NormalRank,Q935545,Lelydorp,true,true,true,false,false,false,true
Q335287,Jagernath Lachmon,NormalRank,Q1147515,Nickerie District,true,true,true,false,false,false,true
Q3486213,Winston Lackin,NormalRank,Q1147515,Nickerie District,true,true,true,false,false,false,true
Q380734,Jules Wijdenbosch,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
Q440403,Jennifer Simons,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
Q44166904,David Abiamofo,,,,,,false,,,,
Q46837592,Ronni Benschop,NormalRank,Q3001,Paramaribo,true,true,false,,,,
Q52991358,Stephen Tsang,NormalRank,Q3001,Paramaribo,true,true,false,,,,
Q613821,Ram Sardjoe,NormalRank,Q2688457,Suriname,true,false,true,false,false,false,true
Q64578247,Dinotha Vorswijk,,,,,,false,,,,
Q73243050,Krishna Mathoera,NormalRank,Q1147524,Wanica District,true,true,true,false,false,true,true
Q73263647,Riad Nurmohamed,NormalRank,Q3001,Paramaribo,true,true,false,,,,
Q73516024,Dew Sharman,NormalRank,Q7134228,Paradise,true,true,true,false,false,true,true
Q96942215,Soerjani Mingoen-Karijomenawi,,,,,,false,,,,
Q97484521,Silvano Tjong-Ahin,,,,,,false,,,,
Q97497908,Gracia Emanuel,,,,,,false,,,,
Q97497997,Albert Jubithana,,,,,,false,,,,
Q97500097,Amar Ramadhin,NormalRank,Q730,Suriname,true,false,true,false,false,true,true
Q97667293,Bronto Somohardjo,NormalRank,Q1130134,Paramaribo District,true,true,true,false,true,false,false
Q97676583,Armand Achaibersing,,,,,,false,,,,
Q97678821,Prahlad Sewdien,,,,,,false,,,,
Q97680132,Kenneth Amoksi,,,,,,false,,,,
Q97682387,Rishma Kuldipsingh,,,,,,false,,,,
Q97686480,Saskia Walden,NormalRank,Q730,Suriname,true,false,true,false,false,true,true
Q97688513,Uraiqit Ramsaran,,,,,,false,,,,
Q57667,Dési Bouterse,NormalRank,Q650018,Domburg,true,true,false,,,,
Q58149,Lygia Kraag-Keteldijk,NormalRank,Q3001,Paramaribo,true,true,true,false,false,false,true
